liberia,lofa county,deaths,8,6/16/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf
liberia,margibi county,cases,2,6/16/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf
liberia,margibi county,deaths,2,6/16/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf
liberia,montserrado county,cases,8,6/16/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf
liberia,montserrado county,deaths,8,6/16/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf
liberia,national,cases,33,6/16/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf
liberia,national,confirmed cases,18,6/16/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf
liberia,national,deaths,24,6/16/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf
liberia,nimba county,cases,2,6/16/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf
liberia,nimba county,deaths,0,6/16/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf
liberia,lofa county,cases,28,6/19/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf
liberia,lofa county,deaths,14,6/19/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf
liberia,margibi county,cases,2,6/19/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf
liberia,margibi county,deaths,2,6/19/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf
liberia,montserrado county,cases,9,6/19/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf
liberia,montserrado county,deaths,9,6/19/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf
liberia,national,cases,41,6/19/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf
liberia,national,confirmed cases,24,6/19/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf
liberia,national,deaths,25,6/19/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf
liberia,nimba county,cases,2,6/19/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf
liberia,nimba county,deaths,0,6/19/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf
liberia,lofa county,cases,36,6/22/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669981_2.pdf
liberia,lofa county,deaths,21,6/22/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669981_2.pdf
liberia,margibi county,cases,2,6/22/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669981_2.pdf
liberia,margibi county,deaths,2,6/22/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669981_2.pdf
liberia,montserrado county,cases,11,6/22/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669981_2.pdf
liberia,montserrado county,deaths,11,6/22/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669981_2.pdf
liberia,national,cases,51,6/22/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669981_2.pdf
